Call ID,Timestamp,Customer ID,Agent ID,Call Duration,Call Reason,Customer Transcript
a763cd87-2bc1-4439-a8b9-576828536392,2026-09-13 12:00:47,CUST_20033,AGT_1009,942,Technical Support,The software update crashed mid-installation and now my device won't boot.
34564797-4384-409f-90c0-cfe73abd845e,2026-08-19 05:45:40,CUST_20161,AGT_1019,535,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
9d335108-d7c0-48e2-8445-240ec3dfd6da,2026-09-13 13:53:59,CUST_20003,AGT_1017,880,Technical Support,The software update crashed mid-installation and now my device won't boot.
388d9ed4-e1ff-4659-9dfb-491b320cc765,2026-08-23 08:19:03,CUST_20118,AGT_1003,360,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
e37b1ce6-00b5-480b-8623-40a97f7997f0,2026-09-11 13:00:16,CUST_20180,AGT_1008,895,Cancellation Request,I am switching to another provider and need to initiate account closure.
b37ec83a-efc4-4ff6-a7c3-62ef20b9de3a,2026-08-29 16:05:34,CUST_20116,AGT_1017,341,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
d4c7c48c-f87b-4cd2-a3de-5dcb7d4ec502,2026-09-15 22:27:04,CUST_20130,AGT_1023,324,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
dec764a7-49a2-45dd-ac9e-ada34b33f1fb,2026-09-06 23:34:07,CUST_20087,AGT_1016,592,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
02f98d66-e208-4d58-8289-a545186b9e53,2026-09-01 07:58:06,CUST_20150,AGT_1018,1047,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
b247c351-a48f-4ce7-8445-78d9dd3ab92b,2026-09-12 23:37:03,CUST_20123,AGT_1011,725,Technical Support,I cannot connect to the VPN network from my remote setup today.
552f0285-0304-467d-9302-53c99e51d9cf,2026-09-08 22:38:26,CUST_20082,AGT_1006,534,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
09d331fa-f697-4bdd-be88-e5b7ae129800,2026-08-29 04:14:44,CUST_20198,AGT_1013,134,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
96db01c9-b3ec-49de-b284-0e4f854c1a3e,2026-09-05 08:17:32,CUST_20098,AGT_1021,356,Account Management,Can you help me reset my security questions and multi-factor authentication?
66d0bf1d-0be8-4e2b-b65a-08ed6e13568c,2026-08-23 23:12:48,CUST_20128,AGT_1018,724,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
8cec6eaa-020b-4096-92be-ebeee5e41c06,2026-08-22 16:17:54,CUST_20134,AGT_1014,76,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
72b8e389-50c6-4082-ab3d-e3e1c08360b4,2026-08-25 07:58:10,CUST_20019,AGT_1015,587,Technical Support,I cannot connect to the VPN network from my remote setup today.
f6a24ee4-e6a3-4bae-a48d-c538fa939940,2026-08-21 17:41:59,CUST_20084,AGT_1021,1137,Account Management,Can you help me reset my security questions and multi-factor authentication?
b0c491ab-3125-4b2e-a5ca-ac0de781a6f8,2026-09-10 12:37:33,CUST_20138,AGT_1001,185,Cancellation Request,I am switching to another provider and need to initiate account closure.
a0168014-9453-49d8-8114-4493c8864b4e,2026-08-28 21:09:59,CUST_20191,AGT_1002,933,Technical Support,The software update crashed mid-installation and now my device won't boot.
0dbd95cf-a8be-4745-af25-a7446940f026,2026-09-08 09:02:55,CUST_20042,AGT_1022,658,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
836493b9-1b28-4b46-9afa-d7a05a4f6a0a,2026-09-02 14:02:58,CUST_20014,AGT_1009,779,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
eb61a8c2-229a-441e-85f0-f4dbddc4a16e,2026-08-24 21:43:36,CUST_20062,AGT_1016,888,Account Management,Can you help me reset my security questions and multi-factor authentication?
be1850c0-db90-4471-87ad-4ddea150db26,2026-08-26 02:10:16,CUST_20044,AGT_1002,828,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
cabf8f76-030b-43da-bae9-688d03b49fd3,2026-09-10 23:57:00,CUST_20149,AGT_1004,520,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
eb8d15ef-17bd-4229-b675-febc210991f4,2026-09-09 03:33:51,CUST_20065,AGT_1021,64,Cancellation Request,I am switching to another provider and need to initiate account closure.
982aa3e7-cfac-4cf5-a4fc-8db69f369774,2026-09-13 08:57:31,CUST_20040,AGT_1002,949,Cancellation Request,I am switching to another provider and need to initiate account closure.
5dd05d65-8ab8-4179-9e1c-c5bf6a4c33d8,2026-09-07 10:28:53,CUST_20176,AGT_1008,980,Account Management,I recently moved and need to update my billing and service address.
a22c9f20-6e5a-41ee-a877-31414cc35fda,2026-09-05 12:19:33,CUST_20123,AGT_1003,530,Account Management,"Hello, I would like to add an authorized secondary user to my account."
88693470-e064-48a6-a2bb-3c7abfea1720,2026-09-14 17:49:48,CUST_20075,AGT_1022,649,Cancellation Request,I am switching to another provider and need to initiate account closure.
bfe24782-f430-48fb-85e7-fa02fdbb00b5,2026-08-31 03:55:07,CUST_20002,AGT_1018,145,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
4911eb5c-1ef2-4581-89eb-5eb0a3757f9e,2026-08-31 17:33:58,CUST_20198,AGT_1007,766,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
d886ecfc-b7e1-4414-86b4-6a0276a8457d,2026-08-30 00:07:37,CUST_20173,AGT_1024,325,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
1207b747-eac9-4d36-8937-5887296745d4,2026-09-01 20:03:31,CUST_20112,AGT_1001,792,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
039bed4b-440d-4cd9-a72d-8c573ab0ebf3,2026-09-01 03:57:15,CUST_20083,AGT_1023,895,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
92a2243b-3add-48df-8cc6-74fefd7d694f,2026-08-24 06:06:11,CUST_20138,AGT_1011,1132,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
572d8742-0d4e-40f6-aa9e-c44c203952f3,2026-08-25 19:50:02,CUST_20065,AGT_1015,649,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
2d76794b-bcdd-4835-8718-e67207a3f926,2026-09-09 13:46:17,CUST_20019,AGT_1004,507,Account Management,I need to change the primary email address and phone number associated with my profile.
e5200e6c-1707-4e9f-9ab8-651eb79cee4b,2026-08-22 05:20:10,CUST_20101,AGT_1000,586,Cancellation Request,I am switching to another provider and need to initiate account closure.
e4adce4e-70a6-441e-89cc-f280a7629614,2026-09-08 21:59:23,CUST_20094,AGT_1021,581,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
eb60d5e4-7cc2-4f14-bf8a-c9548dd1a9dc,2026-09-04 20:55:26,CUST_20027,AGT_1021,523,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
43bfe2e4-cbb9-4883-b73c-59c4226146ea,2026-09-14 02:12:46,CUST_20083,AGT_1019,498,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
23967fb3-d3ff-4913-a8c9-8dec304f7c0f,2026-09-01 12:12:10,CUST_20166,AGT_1013,283,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
3775c5a5-2943-4be8-b24c-6a3fb93b64ea,2026-08-19 15:28:51,CUST_20077,AGT_1015,282,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
0bfce49f-3041-42a6-9f09-8060df38fc5a,2026-09-12 22:24:46,CUST_20034,AGT_1012,974,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
f1309931-5b8e-4b1a-85ad-351ab4d6c890,2026-09-15 08:25:36,CUST_20190,AGT_1023,361,Account Management,Can you help me reset my security questions and multi-factor authentication?
182c2a6c-175c-48f9-8d58-74bcbb15fe5d,2026-09-10 14:15:23,CUST_20157,AGT_1013,617,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
45dfbd64-be69-4f13-a359-efbf129d2234,2026-08-28 09:15:48,CUST_20113,AGT_1014,528,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
811351e5-1359-4f37-9d3d-90112c6b9b6a,2026-09-04 16:06:07,CUST_20139,AGT_1020,779,Account Management,I need to change the primary email address and phone number associated with my profile.
83e9e6fb-300c-47c4-97d2-3638f7096459,2026-08-31 05:33:03,CUST_20048,AGT_1003,976,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
0cdaae1f-5940-4657-8780-2ba7196d9f81,2026-09-15 19:51:04,CUST_20005,AGT_1001,728,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
e7e34c22-d26a-40ff-877a-fb4b0a14e8d6,2026-09-14 05:54:24,CUST_20052,AGT_1002,1180,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
7bcc2248-77e1-446e-8b9c-d94a21375cb9,2026-08-29 03:35:20,CUST_20084,AGT_1024,347,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
100169af-5180-48be-9d4e-d12ac45c86b2,2026-08-31 07:10:27,CUST_20037,AGT_1004,1151,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
41761aae-57e1-46d1-bdf8-c0076934fbf4,2026-08-23 04:11:57,CUST_20169,AGT_1000,314,Account Management,"Hello, I would like to add an authorized secondary user to my account."
41996a6e-aa9d-4134-8f3a-b26effa6f77f,2026-08-29 09:20:10,CUST_20150,AGT_1010,77,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
6e72adc2-5c79-465f-8ac5-7c4e6a43b8c7,2026-08-20 09:10:30,CUST_20032,AGT_1023,907,Technical Support,The software update crashed mid-installation and now my device won't boot.
fa2879fe-f3d3-4162-961e-b372d19c684c,2026-08-20 22:10:34,CUST_20121,AGT_1014,786,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
0891d79e-e547-426c-939d-c1c45924953b,2026-09-08 18:45:01,CUST_20128,AGT_1007,133,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
6392833f-0226-4ce2-92a8-4e1eb230e5c9,2026-09-09 01:47:02,CUST_20164,AGT_1000,169,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
53096316-2c22-4ac1-b69b-acf6d41d2ab2,2026-09-07 12:46:14,CUST_20175,AGT_1003,1049,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
f3ab0dc5-259d-4d5c-985c-6ae0332b5806,2026-08-21 18:15:12,CUST_20082,AGT_1019,348,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
d050f11c-3c2b-4008-bc9a-422a24888bfc,2026-08-31 04:32:33,CUST_20159,AGT_1020,1168,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
d4893ecf-64e9-499a-a8ce-cc1e70a94407,2026-09-15 20:08:16,CUST_20135,AGT_1009,974,Account Management,Can you help me reset my security questions and multi-factor authentication?
77eceea8-6b26-4684-bb49-779b70a18524,2026-08-22 15:40:37,CUST_20179,AGT_1003,1174,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
ee796735-3424-4386-9d97-a373af9f1c9c,2026-09-08 18:13:31,CUST_20058,AGT_1013,739,Technical Support,I cannot connect to the VPN network from my remote setup today.
af899597-4af8-442f-a0d2-65b3ff1cbb55,2026-09-07 00:47:20,CUST_20186,AGT_1003,685,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
f055da84-d0cb-4e1a-b311-dca252f4cc6d,2026-08-30 05:05:38,CUST_20095,AGT_1004,1016,Cancellation Request,I am switching to another provider and need to initiate account closure.
4ca221f6-4654-4244-acda-6a037eeaf56f,2026-08-21 23:34:57,CUST_20023,AGT_1013,242,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
24c0627c-cb1e-4b56-adbb-db141a16041e,2026-09-13 20:20:41,CUST_20015,AGT_1018,1195,Account Management,"Hello, I would like to add an authorized secondary user to my account."
0247cce3-98e1-4f59-8b1b-1a2042d59bf1,2026-08-23 18:32:08,CUST_20105,AGT_1011,911,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
750b4110-ae3d-418d-a41f-976548678791,2026-09-15 23:39:15,CUST_20079,AGT_1011,257,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
0824f350-18d8-421d-85a9-9a872c97fcf6,2026-08-25 08:23:58,CUST_20168,AGT_1015,504,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
db4a860b-f16f-42d2-a70f-36b194fc63a0,2026-09-13 20:13:19,CUST_20094,AGT_1003,615,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
d17cc18d-0ebd-47d1-93c0-dc8e1fe65cdd,2026-09-07 16:04:40,CUST_20143,AGT_1024,1185,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
2e897382-aec0-40f0-becd-a8997ae43756,2026-08-19 05:51:31,CUST_20046,AGT_1008,677,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
3c5ae186-1aaf-4763-a1e4-b376c811d951,2026-08-18 03:14:22,CUST_20046,AGT_1004,865,Account Management,I recently moved and need to update my billing and service address.
d012a723-e7cf-4c62-b525-f23396f9ef4c,2026-08-19 07:50:38,CUST_20023,AGT_1023,1131,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
9cadd257-ab2a-4393-8ee7-179a1fa4bf48,2026-09-07 05:15:58,CUST_20116,AGT_1010,367,Technical Support,I cannot connect to the VPN network from my remote setup today.
cf78b2d8-9d66-48da-baea-8dc9657e7b5f,2026-09-02 14:03:33,CUST_20198,AGT_1018,218,Account Management,I recently moved and need to update my billing and service address.
813059fe-4e8a-4fc5-85ed-fbf3421a2b39,2026-08-25 11:31:17,CUST_20193,AGT_1019,146,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
d889a952-83ef-4fff-ab23-443c93804b17,2026-09-08 08:23:23,CUST_20169,AGT_1013,1039,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
232d0cd6-c403-4df5-8e42-ebf7a07018be,2026-09-06 22:41:05,CUST_20069,AGT_1006,1094,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
2d107522-81c6-4c32-9a52-6f2f93d269ab,2026-09-07 17:00:41,CUST_20028,AGT_1009,1041,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
916b309b-affc-4e64-bcde-59345af90c30,2026-08-20 01:02:27,CUST_20056,AGT_1012,157,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
5f9dcd2a-bd98-4c8c-b351-5430178136c2,2026-09-01 11:18:17,CUST_20054,AGT_1024,326,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
62ea8dd2-4a92-4feb-8b3f-2ab7422769a9,2026-09-02 18:24:57,CUST_20030,AGT_1000,1063,Account Management,I recently moved and need to update my billing and service address.
0350d773-d94f-43f1-a70a-e859a3bb03ee,2026-08-24 02:38:17,CUST_20097,AGT_1017,516,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
cacd7310-1391-4f95-84ea-db4ee9401d74,2026-08-21 08:05:59,CUST_20101,AGT_1023,131,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
bc21bf91-87ca-4d49-b7c9-d628ff735813,2026-09-09 03:46:42,CUST_20019,AGT_1010,924,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
dd1e6adc-dc1f-492f-918b-2a01cb79606f,2026-09-07 02:46:28,CUST_20074,AGT_1003,874,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
e9d5ce34-7f77-4d8b-9cfd-7cad7e43567e,2026-08-26 04:22:21,CUST_20158,AGT_1014,786,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
9516def0-2ed1-46c5-846c-ff48b5f8d897,2026-08-22 23:27:55,CUST_20062,AGT_1013,865,Billing Inquiry,I need help updating my auto-pay credit card details before the next cycle.
d2aa89e9-bd40-4842-a2af-010c08bcb2c8,2026-09-06 01:13:38,CUST_20079,AGT_1023,740,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
b2bbe7d9-f56f-48a5-97b3-249aaa2194b0,2026-08-26 00:00:52,CUST_20019,AGT_1016,278,Technical Support,The software update crashed mid-installation and now my device won't boot.
e9d4b10e-8339-475e-9a35-febfcca1ef9c,2026-09-03 19:10:39,CUST_20089,AGT_1023,347,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
f471bb0f-7262-4344-8937-89d03eca0552,2026-08-24 22:44:44,CUST_20065,AGT_1006,400,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
7e690056-9f18-4eb8-921e-f9092298bdfb,2026-08-21 11:55:07,CUST_20045,AGT_1024,1056,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
3696bd4e-33cf-40cc-b52a-4551ecdda243,2026-09-14 05:48:23,CUST_20164,AGT_1020,706,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
68764d06-49bf-4de7-a68e-cae179ed5de1,2026-09-08 04:29:11,CUST_20017,AGT_1015,950,Account Management,"Hello, I would like to add an authorized secondary user to my account."
d223cdd3-a5e9-4f6f-bfb4-9c0435ebe602,2026-09-15 13:10:47,CUST_20014,AGT_1011,1084,Account Management,I recently moved and need to update my billing and service address.
1b573277-cd60-42b6-bd50-bea183c85504,2026-09-09 06:05:41,CUST_20115,AGT_1001,161,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
78af53be-4267-4de3-a7ed-67c8eadf31a2,2026-08-21 13:31:26,CUST_20165,AGT_1002,1083,Account Management,I recently moved and need to update my billing and service address.
ee28066f-bea7-4114-a347-2e069b1b582c,2026-09-15 00:15:30,CUST_20141,AGT_1023,129,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
f698d7dd-d0f5-4f78-9c1a-af4503173fd4,2026-09-02 10:43:53,CUST_20154,AGT_1015,1071,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
54c79c8c-0b7b-45d0-adf4-63adce7b4d91,2026-09-08 17:01:23,CUST_20026,AGT_1010,217,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
164b4c9f-139d-4afd-95bf-8e002cef9b82,2026-08-19 17:43:46,CUST_20063,AGT_1022,941,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
8582c60f-a08d-4634-81c8-00020661a6c2,2026-09-04 12:05:51,CUST_20095,AGT_1009,838,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
2ea23984-ece7-416d-8f38-548aec83bc12,2026-09-15 20:42:48,CUST_20013,AGT_1020,730,Cancellation Request,I am switching to another provider and need to initiate account closure.
85bdf915-3542-4c7b-8473-feece63d8d1a,2026-08-22 10:13:59,CUST_20142,AGT_1021,836,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
24af9f35-1052-40a5-a17d-d0f71acae466,2026-09-16 02:19:23,CUST_20038,AGT_1010,211,Account Management,I recently moved and need to update my billing and service address.
99cdec4c-98ba-42cd-91e5-c6f0b1f7c663,2026-09-03 19:41:47,CUST_20079,AGT_1020,847,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
70857bf3-852f-4367-b10f-59c3cd89a1f8,2026-09-01 20:48:53,CUST_20143,AGT_1012,717,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
9ffb25c6-f8fb-45a3-b206-3fa43943f37e,2026-09-07 09:25:48,CUST_20130,AGT_1011,82,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
f00b7af6-efbf-45c2-9d93-02b8c4bc7ed1,2026-08-26 14:08:50,CUST_20054,AGT_1010,1040,Account Management,I recently moved and need to update my billing and service address.
5c0b83ad-ec16-4898-9974-981345f59f5f,2026-08-24 12:24:03,CUST_20039,AGT_1002,650,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
35a9091a-1b4b-47c1-8b3e-a7264e518dfe,2026-09-03 04:29:05,CUST_20196,AGT_1019,313,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
0fed243b-441c-461e-a5d0-74334f0f2dd9,2026-08-25 07:50:35,CUST_20041,AGT_1005,384,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
e6bf28e0-a872-4584-acc8-244bd6821f4c,2026-09-06 18:48:38,CUST_20093,AGT_1021,531,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
9ca6ba9a-1099-45c0-ba70-855a407b92f4,2026-09-08 15:09:53,CUST_20059,AGT_1017,534,Cancellation Request,I am switching to another provider and need to initiate account closure.
30a01b38-3f53-4a6d-8a2b-c09c0d2e7f8d,2026-08-27 06:10:15,CUST_20094,AGT_1021,947,Account Management,Can you help me reset my security questions and multi-factor authentication?
6fa91b64-160e-4cbb-b77c-4891c097d6d4,2026-09-05 09:02:22,CUST_20128,AGT_1016,902,Cancellation Request,I am switching to another provider and need to initiate account closure.
5c548d87-513e-47b9-b095-b81f9e60247c,2026-09-16 04:36:35,CUST_20035,AGT_1008,151,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
2dbc3cc6-7868-47a9-90d8-47d3a4457585,2026-09-13 18:12:45,CUST_20026,AGT_1022,1101,Cancellation Request,I am switching to another provider and need to initiate account closure.
5093a050-3f9e-4b42-90dd-612c24ae89b8,2026-08-21 21:50:50,CUST_20195,AGT_1005,603,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
ecab9240-9525-483f-adbe-d9616d0188c2,2026-09-08 01:49:05,CUST_20023,AGT_1007,968,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
5dbf16aa-b0f4-4378-b8fe-eb3d50b3aa26,2026-09-06 23:30:56,CUST_20013,AGT_1012,1073,Account Management,I need to change the primary email address and phone number associated with my profile.
487911af-8e16-4178-9e47-0bf143d4081a,2026-09-05 14:02:31,CUST_20020,AGT_1011,504,Account Management,"Hello, I would like to add an authorized secondary user to my account."
6bc6b40f-8963-48c8-bc69-f88e6d60532d,2026-08-22 15:33:57,CUST_20182,AGT_1020,731,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
c57199fe-2966-462a-b618-10167a7a58a7,2026-08-19 16:45:08,CUST_20073,AGT_1015,329,Technical Support,I'm unable to log into the mobile app; it keeps returning an unexpected error code.
b2ddda48-8fc2-4dab-9cb0-f1935564b72f,2026-09-16 17:03:30,CUST_20001,AGT_1002,83,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
363d6030-180d-4c52-9dd3-0715fc23fe11,2026-08-25 02:19:43,CUST_20140,AGT_1023,1125,Account Management,"Hello, I would like to add an authorized secondary user to my account."
c0ceaaf1-4325-4376-8fdf-aa7bcc747ae5,2026-08-31 19:47:18,CUST_20060,AGT_1009,294,Cancellation Request,I'm calling to cancel my subscription effective at the end of this billing cycle.
8886eb42-c7ea-4192-ad12-96f879180b90,2026-09-07 05:15:28,CUST_20163,AGT_1019,981,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
40d76208-93c3-4243-95e4-b8e942c34196,2026-09-11 02:28:08,CUST_20152,AGT_1017,78,Billing Inquiry,"Hi, I noticed an unexpected charge on my statement this month and need clarification."
8873e65e-9531-42af-9708-5b00952eef29,2026-08-24 19:24:17,CUST_20074,AGT_1013,48,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
c56f259e-b8a2-4c7b-95fd-74e73719b5c2,2026-08-29 12:24:12,CUST_20146,AGT_1013,428,Product Inquiry,Can you tell me if your service covers international roaming in Europe?
acc89c9a-f35e-4ce9-8725-31f6dfadb320,2026-08-21 02:58:40,CUST_20134,AGT_1017,1084,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
dba2ee7d-b29b-45c8-9776-fb04933460c6,2026-09-05 19:02:14,CUST_20120,AGT_1001,837,Product Inquiry,I want to know the difference between the standard and enterprise service tiers.
47980229-5e7e-4cb8-9432-08201663101b,2026-08-18 15:02:57,CUST_20091,AGT_1002,751,Account Management,I recently moved and need to update my billing and service address.
1f06e2ff-0f28-47fa-af30-cbf2488364ae,2026-09-15 02:05:32,CUST_20188,AGT_1024,725,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
65fe4861-ce68-4ad7-88e1-85ba54010a6a,2026-09-03 22:35:02,CUST_20139,AGT_1010,403,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
b6a79c39-f646-4496-8c2d-2295fb554820,2026-08-26 16:29:42,CUST_20034,AGT_1002,982,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
7c83e673-a859-4856-9a45-8cf4cd44c105,2026-08-27 14:59:46,CUST_20011,AGT_1006,130,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
c651a59f-ec04-4575-80f1-c45a8fb34f8f,2026-09-11 20:35:28,CUST_20101,AGT_1017,1014,Account Management,I recently moved and need to update my billing and service address.
44b9ec7d-32ac-4836-abb4-fdbfeb2dd39f,2026-08-27 02:46:38,CUST_20073,AGT_1011,142,Account Management,I need to change the primary email address and phone number associated with my profile.
7a833d7b-a1c4-4625-b024-47f10c27db0f,2026-08-23 21:08:59,CUST_20094,AGT_1013,864,Account Management,I recently moved and need to update my billing and service address.
35b4bdea-1c77-4378-8a11-d3755475f5d2,2026-09-03 07:07:55,CUST_20047,AGT_1015,1063,Cancellation Request,Please cancel my policy and let me know if any early termination fees apply.
605efc3c-26b6-4b14-86c3-6bb406092d46,2026-08-21 20:22:30,CUST_20186,AGT_1013,206,Account Management,I recently moved and need to update my billing and service address.
4e5f6d8b-b89f-4343-93b4-5412ef8804b7,2026-09-13 07:38:58,CUST_20075,AGT_1010,255,Cancellation Request,"The current plan is outside my budget, so I would like to terminate the service."
3f0c1182-52ef-4bc4-b866-41b04166cdfb,2026-09-01 04:34:16,CUST_20078,AGT_1014,917,Billing Inquiry,"Good morning, I was charged twice for the same transaction last Tuesday."
61f3c1b8-77fe-4079-bc43-823dfd632379,2026-09-03 21:42:27,CUST_20114,AGT_1001,767,Technical Support,I cannot connect to the VPN network from my remote setup today.
4b4c57e8-434c-4193-8267-20d868f10c74,2026-08-31 04:00:21,CUST_20163,AGT_1001,198,Product Inquiry,I am interested in upgrading my hardware package. What options do I have?
1b803f67-c5dd-497e-8501-64033823ac7f,2026-09-11 17:54:51,CUST_20191,AGT_1021,372,Cancellation Request,I am switching to another provider and need to initiate account closure.
465319e4-eeb3-4fb7-9619-1cb072173fa2,2026-09-16 07:59:58,CUST_20173,AGT_1014,116,Billing Inquiry,"Hello, my monthly invoice seems higher than usual. Could you explain the additional fees?"
3479c030-b014-4000-b2e1-733c47f4df38,2026-08-29 07:04:49,CUST_20199,AGT_1020,795,Technical Support,My internet router keeps blinking red and resetting every ten minutes.
bfa10eea-7a18-4133-a759-a9c7041011fd,2026-09-14 09:00:49,CUST_20008,AGT_1019,359,Account Management,Can you help me reset my security questions and multi-factor authentication?
48a1f985-8528-49cf-a799-7805a4dc81e8,2026-09-04 21:33:10,CUST_20113,AGT_1024,202,Cancellation Request,I am switching to another provider and need to initiate account closure.
1833ebb0-e1cf-4ed0-aefe-09048724f8e6,2026-09-12 12:59:28,CUST_20093,AGT_1012,688,Product Inquiry,Are there any ongoing promotions or bundle discounts available for existing customers?
c89156e6-23ef-4638-98f3-af986ba21b36,2026-08-23 08:18:10,CUST_20006,AGT_1023,426,Account Management,"Hello, I would like to add an authorized secondary user to my account."
